return_period_yr,lat,lon,prec_idf_hist,prec_idf_future_medium,prec_idf_future_high,ng_idf_hist,ng_idf_future_medium,ng_idf_future_high
2,62.70945,-145.78925,11.34,13.08,13.65,15.34,14.34,14.92
2,62.70951,-145.31448,9.88,11.01,11.58,14.07,12.76,13.33
2,62.71079,-148.70383,10.03,9.92,10.5,13.18,12.34,12.91
2,62.7128,-147.44513,8.2,9.76,10.33,14.04,13.91,14.49
2,62.71301,-146.34116,9.11,10.27,10.85,13.27,11.17,11.75
2,62.71338,-148.07449,7.46,8.86,9.44,14.73,12.67,13.25
2,62.71404,-144.91656,9.76,11.62,12.2,13.84,13.55,14.13
2,62.71412,-146.89314,9.36,9.74,10.31,14.42,12.86,13.44
2,62.7147,-148.78142,9.8,9.5,10.07,11.02,11.36,11.93
2,62.71516,-145.86632,11.09,12.44,13.02,15.63,13.65,14.23
2,62.7155,-145.39145,10.5,11.4,11.97,16.36,13.98,14.56
2,62.71731,-144.51855,10.88,12.48,13.05,11.8,13.0,13.58
2,62.71748,-147.52254,7.52,9.35,9.92,13.83,13.12,13.7
2,62.71767,-148.15201,8.4,10.47,11.04,17.62,15.14,15.71
2,62.71838,-146.41833,8.99,10.12,10.7,13.37,11.37,11.94
2,62.71914,-146.97046,9.02,10.13,10.7,13.67,13.12,13.69
2,62.72028,-144.99345,10.03,11.79,12.37,14.6,13.6,14.17
2,62.72082,-145.94342,11.23,12.64,13.21,15.16,13.88,14.46
2,62.72145,-145.46843,10.94,11.81,12.39,16.55,15.48,16.05
2,62.72192,-148.22954,8.15,10.24,10.81,17.36,15.16,15.73
2,62.72211,-147.59996,7.21,9.22,9.79,15.02,13.25,13.82
2,62.7237,-146.49557,9.01,9.88,10.45,14.99,13.18,13.75
2,62.7238,-144.59535,10.3,12.19,12.77,12.08,12.99,13.57
2,62.72411,-147.04779,8.78,10.05,10.62,13.93,14.02,14.59
2,62.72611,-148.3071,8.16,9.98,10.55,13.49,12.76,13.33
2,62.72643,-146.02054,11.3,12.14,12.72,15.19,13.97,14.55
2,62.72648,-145.07037,10.13,11.64,12.21,14.67,13.59,14.17
2,62.72669,-147.67741,7.21,8.85,9.42,13.88,12.18,12.75
2,62.72736,-145.54546,11.47,12.6,13.17,17.05,17.08,17.65
2,62.72897,-146.57281,9.28,9.81,10.39,14.43,13.76,14.34
2,62.72904,-147.12514,8.46,9.48,10.05,12.54,12.41,12.98
2,62.73024,-144.67218,9.72,11.68,12.25,11.83,12.64,13.21
2,62.73026,-148.38467,8.87,10.3,10.88,11.86,12.78,13.35
2,62.73124,-147.7549,7.67,8.87,9.45,16.08,12.58,13.15
2,62.73199,-146.09772,11.0,11.89,12.46,15.05,14.84,15.42
2,62.73263,-145.14732,9.98,11.21,11.79,14.4,13.39,13.96
2,62.73321,-145.62253,12.42,13.34,13.92,17.36,18.14,18.72
2,62.73392,-147.20251,8.44,9.84,10.41,13.25,12.38,12.95
2,62.73418,-146.65009,9.82,10.13,10.7,15.3,15.13,15.7
2,62.73436,-148.46228,9.24,10.48,11.06,11.81,12.67,13.24
2,62.73572,-147.8324,7.85,8.78,9.36,15.55,12.7,13.28
2,62.73663,-144.74905,9.7,11.43,12.0,12.72,12.7,13.28
2,62.7375,-146.1749,11.04,11.66,12.23,15.96,15.47,16.04
2,62.73841,-148.53992,9.09,9.99,10.56,11.48,11.52,12.1
2,62.73873,-145.2243,9.97,11.35,11.92,15.17,13.53,14.1
2,62.73875,-147.27994,9.81,11.2,11.78,16.83,15.2,15.77
2,62.73901,-145.69962,13.2,14.46,15.04,18.23,18.37,18.94
2,62.73935,-146.72742,9.86,10.37,10.94,15.42,15.06,15.63
2,62.74016,-147.90994,7.39,8.26,8.83,10.95,11.1,11.68
2,62.74241,-148.61757,9.41,9.88,10.45,11.54,11.57,12.14
2,62.74297,-144.82596,9.73,11.26,11.83,13.59,12.53,13.11
2,62.74297,-146.25212,11.27,11.71,12.29,16.62,15.07,15.64
2,62.74353,-147.35739,10.09,11.58,12.16,17.38,15.6,16.17
2,62.74449,-146.80475,9.92,10.61,11.19,15.96,15.07,15.65
2,62.74455,-147.98749,6.81,7.93,8.51,10.07,9.45,10.02
2,62.74478,-145.30133,10.31,11.25,11.82,15.62,13.38,13.95
2,62.74478,-145.77673,13.31,14.86,15.43,18.09,18.08,18.66
2,62.74637,-148.69525,9.74,9.9,10.48,11.14,11.69,12.26
2,62.74827,-147.43486,8.86,10.39,10.96,15.83,14.6,15.17
2,62.74839,-146.32938,11.08,11.87,12.44,16.45,15.27,15.85
2,62.74891,-148.06506,7.94,8.92,9.49,15.05,12.16,12.74
2,62.74926,-144.90289,10.09,11.77,12.35,14.37,13.13,13.71
2,62.74957,-146.88213,10.43,11.04,11.62,16.96,15.35,15.92
2,62.75027,-148.77295,10.13,9.98,10.55,10.61,10.6,11.18
2,62.7505,-145.85391,13.27,14.46,15.04,17.7,17.06,17.64
2,62.75078,-145.37839,10.51,11.34,11.91,16.23,13.49,14.07
2,62.75296,-147.51236,8.19,10.13,10.7,15.68,14.02,14.59
2,62.7532,-148.14268,8.62,10.4,10.98,18.27,15.68,16.26
2,62.75377,-146.40668,10.4,11.29,11.87,15.2,14.05,14.63
2,62.75459,-146.95953,10.44,11.54,12.11,17.55,16.21,16.79
2,62.75552,-144.97987,10.31,11.97,12.55,15.29,13.98,14.55
2,62.75616,-145.93111,13.67,14.59,15.17,18.73,18.0,18.58
2,62.75674,-145.45547,10.98,11.88,12.45,16.79,15.54,16.11
2,62.75745,-148.22032,8.4,10.81,11.39,16.52,14.41,14.99
2,62.7576,-147.58989,8.21,10.03,10.6,16.74,13.92,14.49
2,62.75902,-144.58124,10.64,12.12,12.69,13.83,13.13,13.7
2,62.75909,-146.48399,9.82,10.51,11.09,14.32,13.51,14.09
2,62.75958,-147.03696,9.84,11.07,11.65,16.05,16.57,17.14
2,62.76165,-148.29797,8.0,9.59,10.16,9.92,10.87,11.45
2,62.76172,-145.05688,10.35,11.83,12.41,15.5,13.89,14.46
2,62.76178,-146.00833,13.49,14.01,14.59,18.95,17.93,18.51
2,62.76219,-147.66745,7.85,9.53,10.1,16.3,13.9,14.48
2,62.76265,-145.53261,11.45,12.55,13.13,16.97,16.89,17.46
2,62.76437,-146.56134,9.93,10.58,11.15,14.78,14.1,14.67
2,62.76451,-147.11441,9.09,9.96,10.53,13.92,13.99,14.56
2,62.76546,-144.65816,10.08,11.67,12.25,14.31,13.02,13.59
2,62.76581,-148.37567,8.31,9.55,10.12,9.95,10.77,11.34
2,62.76674,-147.74503,7.46,8.89,9.47,13.76,13.12,13.69
2,62.76735,-146.0856,12.68,13.19,13.76,18.2,17.21,17.79
2,62.76788,-145.13394,10.4,11.78,12.35,15.66,14.1,14.67
2,62.76852,-145.60977,12.57,13.24,13.82,17.55,18.16,18.73
2,62.7694,-147.19191,8.59,9.9,10.48,13.15,12.37,12.95
2,62.76959,-146.63873,10.43,10.64,11.22,15.75,14.8,15.38
2,62.76991,-148.45337,8.67,9.58,10.15,11.11,11.07,11.65
2,62.77123,-147.82263,7.4,8.53,9.11,11.05,11.15,11.73
2,62.77187,-144.73512,10.27,11.7,12.28,14.36,13.31,13.88
2,62.77287,-146.1629,12.96,13.16,13.74,18.38,18.23,18.8
2,62.77396,-148.53111,8.44,9.68,10.25,10.98,11.31,11.89
2,62.774,-145.21103,10.54,11.92,12.5,15.91,15.49,16.06
2,62.77423,-147.26944,9.83,11.1,11.67,16.82,15.06,15.64
2,62.77434,-145.68697,13.88,14.54,15.11,18.98,18.3,18.88
2,62.77477,-146.71616,10.71,11.18,11.75,16.75,16.16,16.73
2,62.77568,-147.90027,6.86,7.94,8.52,8.03,9.18,9.76
2,62.77797,-148.60887,9.0,9.78,10.35,10.16,11.11,11.68
2,62.77822,-144.81213,10.15,12.08,12.66,14.56,14.14,14.72
2,62.77835,-146.24023,14.2,14.08,14.65,22.69,21.32,21.9
2,62.77903,-147.34698,10.32,11.52,12.1,18.12,17.07,17.64
2,62.77991,-146.79359,11.48,12.64,13.21,20.58,18.3,18.87
2,62.78006,-145.28815,10.69,12.03,12.6,16.06,15.73,16.31
2,62.78008,-147.97794,6.52,7.82,8.4,7.75,8.86,9.44
2,62.78011,-145.76421,14.19,15.44,16.01,20.06,19.66,20.23
2,62.78194,-148.68665,9.61,10.1,10.67,10.06,10.92,11.5
2,62.78378,-146.31758,13.77,14.26,14.83,23.12,21.64,22.22
2,62.78378,-147.42456,9.32,10.68,11.25,16.88,14.94,15.51
2,62.78444,-148.05563,7.44,8.58,9.15,9.32,9.86,10.44
2,62.78453,-144.88918,10.21,11.77,12.35,14.73,13.62,14.2
2,62.785,-146.87106,11.77,13.49,14.06,22.24,22.12,22.7
2,62.78583,-145.84146,14.28,15.83,16.41,19.49,19.75,20.32
2,62.78585,-148.76447,10.39,10.63,11.21,10.98,11.63,12.2
2,62.78607,-145.3653,10.75,12.05,12.62,15.56,14.95,15.52
2,62.78846,-147.50217,8.32,10.32,10.89,16.3,13.96,14.53
2,62.78874,-148.13333,8.42,9.54,10.12,11.47,11.01,11.59
2,62.78915,-146.39497,12.02,12.71,13.28,18.85,18.84,19.42
2,62.79004,-146.94858,11.28,13.01,13.59,21.08,19.88,20.46
2,62.79079,-144.96625,10.27,11.65,12.23,15.66,14.07,14.64
2,62.7915,-145.91876,14.45,15.77,16.35,21.28,20.6,21.17
2,62.79204,-145.4425,10.9,12.07,12.64,16.16,15.72,16.3
2,62.79299,-148.21107,8.2,9.44,10.01,10.59,10.22,10.8
2,62.79311,-147.57979,8.24,10.01,10.58,16.32,14.37,14.95
2,62.79422,-144.56708,10.9,12.05,12.62,14.61,13.28,13.85
2,62.79449,-146.4724,10.84,11.43,12.0,16.42,15.7,16.27
2,62.79502,-147.02612,10.8,11.87,12.45,16.61,18.39,18.97
2,62.797,-145.04337,10.29,11.68,12.25,15.72,14.07,14.64
2,62.79713,-145.99609,13.97,15.23,15.8,22.47,21.52,22.1
2,62.7972,-148.28885,7.49,8.84,9.42,9.05,9.65,10.23
2,62.79771,-147.65744,8.37,10.07,10.65,16.62,14.34,14.91
2,62.79796,-145.51973,11.42,12.52,13.09,17.08,16.44,17.01
2,62.79977,-146.54987,11.16,11.75,12.33,16.9,17.22,17.8
2,62.79997,-147.10367,9.11,10.16,10.73,13.79,14.45,15.02
2,62.80067,-144.6441,10.48,11.83,12.41,14.69,13.45,14.02
2,62.80136,-148.36664,7.6,8.96,9.53,9.69,10.27,10.85
2,62.80226,-147.73514,7.84,9.63,10.21,15.11,13.21,13.79
2,62.8027,-146.07346,13.34,14.47,15.04,21.27,20.54,21.11
2,62.80318,-145.12051,10.63,12.11,12.68,16.19,15.45,16.02
2,62.80383,-145.59698,12.01,13.1,13.67,17.25,17.15,17.72
2,62.80486,-147.18127,8.06,9.54,10.11,12.42,12.54,13.11
2,62.80501,-146.62735,11.48,12.01,12.59,17.85,18.01,18.58
2,62.80547,-148.44446,8.23,9.47,10.04,10.21,10.98,11.55
2,62.80677,-147.81285,7.62,8.98,9.55,11.09,11.28,11.86
2,62.80709,-144.72116,10.59,11.98,12.55,14.63,13.66,14.23
2,62.80824,-146.15085,14.04,14.29,14.86,21.92,20.89,21.46
2,62.80929,-145.19771,10.94,12.82,13.39,16.72,17.55,18.12
2,62.80954,-148.52228,8.78,9.76,10.33,10.25,11.08,11.66
2,62.80966,-145.67429,12.82,13.59,14.16,17.42,17.81,18.38
2,62.80971,-147.2589,9.12,10.33,10.91,15.63,14.1,14.67
2,62.8102,-146.70486,11.12,11.81,12.39,18.72,18.24,18.81
2,62.81122,-147.89059,7.17,8.43,9.01,8.85,9.66,10.24
2,62.81345,-144.79828,10.57,11.79,12.36,14.75,14.06,14.63
2,62.81355,-148.60016,9.11,9.92,10.49,9.68,10.93,11.51
2,62.81372,-146.22829,14.68,14.93,15.5,22.67,22.78,23.36
2,62.81451,-147.33655,9.87,10.85,11.43,18.29,16.57,17.14
2,62.81533,-146.78241,11.48,12.34,12.92,20.29,19.56,20.13
2,62.81536,-145.27493,11.45,13.27,13.85,16.93,17.34,17.91
2,62.81544,-145.75162,13.59,14.36,14.94,19.35,18.11,18.68
2,62.81564,-147.96835,7.17,8.63,9.2,8.57,9.51,10.09
2,62.81752,-148.67804,10.33,10.35,10.92,10.66,11.12,11.7
2,62.81915,-146.30576,13.77,14.3,14.87,22.65,22.54,23.11
2,62.81926,-147.41422,9.36,10.24,10.82,17.22,16.94,17.51
2,62.81977,-144.87541,10.28,11.75,12.33,15.63,14.08,14.65
2,62.81999,-148.04614,7.29,8.73,9.3,7.94,9.31,9.88
2,62.82043,-146.85999,11.6,13.22,13.8,20.62,20.53,21.11
2,62.82117,-145.82898,13.83,15.12,15.69,20.93,19.86,20.43
2,62.82139,-145.35219,11.7,13.3,13.87,17.52,17.08,17.65
2,62.82143,-148.75595,11.6,11.15,11.73,13.31,13.31,13.89
2,62.82395,-147.49194,8.54,9.42,10.0,15.88,14.16,14.73
2,62.8243,-148.12396,7.37,8.43,9.01,7.42,8.59,9.16
2,62.82455,-146.38324,12.08,12.92,13.49,19.74,19.15,19.72
2,62.82548,-146.93759,11.54,13.74,14.31,19.07,20.01,20.58
2,62.82604,-144.95259,10.3,11.81,12.39,15.33,14.34,14.92
2,62.82685,-145.90639,14.25,15.3,15.88,22.61,21.74,22.31
2,62.82736,-145.42947,11.45,13.05,13.62,16.74,16.63,17.21
2,62.82856,-148.20181,7.41,8.13,8.7,7.38,8.25,8.82
2,62.82861,-147.56967,8.06,9.11,9.68,15.27,13.51,14.08
2,62.82942,-144.55287,11.06,12.49,13.07,15.74,14.13,14.7
2,62.82988,-146.46077,11.08,11.91,12.48,17.1,17.67,18.24
2,62.83047,-147.01523,10.0,11.63,12.21,15.6,16.95,17.53
2,62.83227,-145.02982,10.47,11.91,12.48,16.1,14.94,15.52
2,62.83249,-145.98383,14.24,15.5,16.08,21.74,21.95,22.53
2,62.83278,-148.27968,7.39,8.51,9.09,7.65,8.95,9.53
2,62.83322,-147.64743,7.99,9.03,9.61,14.79,12.79,13.37
2,62.8333,-145.50681,11.19,13.02,13.6,17.56,16.59,17.16
2,62.83518,-146.53833,11.62,12.31,12.88,19.87,18.62,19.19
2,62.83543,-147.0929,7.81,9.61,10.18,12.25,13.49,14.06
2,62.83589,-144.63,10.49,12.15,12.73,14.59,13.69,14.26
2,62.83694,-148.35757,7.93,8.93,9.51,8.39,9.56,10.13
2,62.83778,-147.72522,7.99,9.22,9.8,15.08,13.0,13.57
2,62.83807,-146.06128,14.15,15.48,16.05,23.41,22.7,23.27
2,62.83844,-145.10706,10.71,12.02,12.6,16.17,15.25,15.83
2,62.83918,-145.58418,11.29,13.14,13.72,16.95,17.39,17.97
2,62.84032,-147.17059,7.62,9.16,9.73,11.7,12.47,13.04
2,62.84042,-146.61592,11.5,12.39,12.97,20.76,19.28,19.86
2,62.84106,-148.43549,8.79,9.55,10.13,9.38,10.26,10.84
2,62.84229,-147.80304,8.02,9.62,10.19,15.84,13.24,13.82
2,62.84231,-144.70715,10.38,12.03,12.6,13.89,13.12,13.69
2,62.84361,-146.13879,14.16,14.92,15.5,22.98,22.58,23.15
2,62.84457,-145.18436,11.14,12.87,13.44,17.35,17.38,17.95
2,62.84501,-145.66158,11.21,12.93,13.51,16.2,16.92,17.49
2,62.84513,-148.51343,9.5,9.81,10.39,11.04,11.28,11.85
2,62.84518,-147.24832,8.42,9.38,9.96,14.73,13.39,13.97
2,62.84563,-146.69354,11.29,12.02,12.6,19.11,19.77,20.34
2,62.84674,-147.88087,8.5,10.33,10.9,17.42,14.17,14.75
2,62.84869,-144.78436,10.53,11.73,12.31,14.25,13.07,13.64
2,62.8491,-146.21632,13.86,14.49,15.06,21.8,22.48,23.05
2,62.84915,-148.5914,9.98,10.07,10.65,11.94,12.13,12.71
2,62.84999,-147.32608,9.09,10.31,10.88,16.85,14.89,15.47
2,62.85065,-145.26167,12.11,13.59,14.17,18.58,17.99,18.56
2,62.85078,-146.77119,11.31,12.73,13.3,17.68,19.65,20.22
2,62.8508,-145.73901,11.8,13.29,13.86,17.7,17.01,17.59
2,62.85117,-147.95874,8.78,10.81,11.38,16.4,13.94,14.51
2,62.85313,-148.6694,10.97,10.59,11.16,13.26,12.74,13.32
2,62.85455,-146.29388,12.9,13.84,14.42,20.79,21.6,22.18
2,62.85474,-147.40387,8.91,9.91,10.48,16.67,14.95,15.53
2,62.85501,-144.8616,10.72,11.94,12.52,15.85,14.41,14.98
2,62.85552,-148.03665,8.31,10.09,10.66,11.09,11.61,12.18
2,62.85587,-146.84888,11.63,13.8,14.37,16.34,19.05,19.62
2,62.85653,-145.81648,12.95,13.87,14.44,20.66,19.05,19.62
2,62.85668,-145.33902,12.45,13.83,14.41,20.28,18.45,19.02
2,62.85704,-148.74741,12.15,11.28,11.85,18.55,14.32,14.89
2,62.85946,-147.48167,8.16,9.36,9.94,14.4,13.11,13.69
2,62.85985,-148.11456,7.61,8.72,9.3,8.03,8.98,9.55
2,62.85994,-146.37149,11.17,12.67,13.24,20.17,20.08,20.65
2,62.86092,-146.92657,10.06,12.66,13.23,14.88,17.24,17.82
2,62.86129,-144.93889,10.93,12.24,12.82,15.94,15.29,15.86
2,62.86222,-145.89398,13.7,14.14,14.71,21.47,21.46,22.04
2,62.86267,-145.41643,11.78,13.34,13.92,18.67,17.88,18.45
2,62.86412,-147.55951,7.92,8.83,9.4,13.99,12.6,13.18
2,62.86412,-148.19252,7.44,8.47,9.04,8.12,9.12,9.69
2,62.86463,-144.53864,11.41,13.02,13.59,15.9,14.63,15.21
2,62.86529,-146.44911,10.91,12.29,12.87,19.76,19.11,19.68
2,62.86593,-147.00433,8.06,10.7,11.27,12.97,14.2,14.77
2,62.86753,-145.0162,10.87,12.31,12.89,16.21,15.21,15.79
2,62.86787,-145.97153,13.96,14.42,15.0,21.34,21.87,22.45
2,62.86834,-148.27049,8.19,8.8,9.37,9.38,10.01,10.58
2,62.8686,-145.49387,11.53,12.67,13.24,17.5,16.57,17.14
2,62.86872,-147.63739,8.18,8.88,9.45,14.73,13.49,14.07
2,62.87059,-146.52676,11.33,12.24,12.82,20.56,19.54,20.11
2,62.87089,-147.08209,7.09,9.13,9.71,11.61,12.6,13.17
2,62.87111,-144.61586,11.17,12.68,13.26,15.05,14.17,14.75
2,62.87251,-148.34848,8.92,9.52,10.09,10.54,10.93,11.51
2,62.87329,-147.71527,8.27,9.31,9.88,15.81,14.2,14.78
2,62.87347,-146.04909,13.82,14.61,15.19,23.01,23.11,23.69
2,62.8737,-145.09357,10.96,12.7,13.28,16.28,15.43,16.0
2,62.87449,-145.57132,11.13,12.43,13.01,16.73,16.76,17.33
2,62.87579,-147.1599,7.25,8.86,9.43,11.99,12.28,12.86
2,62.87585,-146.60446,11.11,12.51,13.08,20.14,19.72,20.3
2,62.87663,-148.42651,9.6,10.06,10.64,11.01,11.52,12.1
2,62.87754,-144.69313,10.92,12.32,12.9,14.86,14.32,14.9
2,62.87781,-147.79318,8.68,9.78,10.36,18.57,15.85,16.43
2,62.87901,-146.12668,13.59,14.62,15.19,21.58,23.0,23.57
2,62.87985,-145.17096,11.34,12.64,13.22,16.64,16.1,16.67
2,62.88034,-145.64883,10.86,12.79,13.37,16.83,16.57,17.15
2,62.88066,-147.23773,7.79,9.36,9.94,13.81,13.14,13.71
2,62.88071,-148.50455,10.45,10.28,10.86,11.94,12.44,13.01
2,62.88228,-147.87115,9.14,10.94,11.51,19.71,16.84,17.42
2,62.88392,-144.77045,10.65,12.18,12.76,14.65,14.05,14.63
2,62.88452,-146.20432,12.22,13.71,14.28,20.04,20.55,21.12
2,62.88474,-148.58264,11.4,10.93,11.5,14.34,13.93,14.51
2,62.88547,-147.31558,8.53,10.05,10.63,15.42,14.02,14.59
2,62.88594,-145.24838,11.85,12.87,13.44,17.9,17.92,18.49
2,62.88614,-145.72636,11.24,12.6,13.17,18.28,16.86,17.44
2,62.8867,-147.94913,9.38,11.36,11.93,17.83,15.71,16.28
2,62.88871,-148.66074,12.49,11.79,12.37,19.67,15.86,16.44
2,62.88996,-146.28198,11.24,12.68,13.26,18.39,18.75,19.33
2,62.89023,-147.39348,8.47,9.6,10.17,15.44,14.3,14.87
2,62.89025,-144.84778,10.94,12.44,13.01,15.66,15.68,16.25
2,62.89108,-148.02713,8.95,10.16,10.73,11.8,12.38,12.95
2,62.89131,-146.83774,8.54,10.67,11.24,12.81,14.4,14.97
2,62.89188,-145.80392,11.99,12.54,13.12,18.26,17.34,17.92
2,62.89198,-145.32584,12.72,13.27,13.85,18.75,17.57,18.14
2,62.89264,-148.73885,14.29,13.19,13.76,21.46,19.59,20.17
2,62.89495,-147.47139,8.03,9.03,9.6,14.9,13.92,14.49
2,62.89537,-146.3597,10.71,12.03,12.61,18.4,18.18,18.75
2,62.8954,-148.10515,8.17,8.88,9.45,9.54,9.55,10.13
2,62.89638,-146.91556,7.94,10.13,10.7,12.15,13.42,14.0
2,62.89652,-148.81699,15.56,14.14,14.72,22.93,20.08,20.65
2,62.89655,-144.92517,11.4,12.94,13.52,17.41,16.42,17.0
2,62.89758,-145.88153,13.08,13.32,13.89,18.51,17.96,18.53
2,62.89798,-145.40334,12.31,12.97,13.54,20.05,17.91,18.49
2,62.89962,-147.54933,8.36,9.24,9.82,16.25,14.99,15.56
2,62.89967,-148.1832,8.28,8.93,9.5,10.53,10.39,10.97
2,62.89985,-144.52435,11.7,12.99,13.57,15.61,14.44,15.01
2,62.90073,-146.43742,10.87,12.26,12.83,18.46,17.98,18.55
2,62.90139,-146.99339,7.63,9.58,10.15,12.06,12.8,13.38
2,62.90279,-145.00258,11.52,13.08,13.65,18.61,16.19,16.77
2,62.90323,-145.95917,13.59,13.95,14.53,19.71,20.27,20.85
2,62.9039,-148.26128,9.42,9.95,10.52,12.38,11.29,11.87
2,62.90392,-145.48087,11.84,12.34,12.92,17.27,16.48,17.05
2,62.90424,-147.6273,8.93,10.34,10.91,20.01,17.35,17.92
2,62.90604,-146.5152,11.08,12.64,13.21,19.02,18.92,19.49
2,62.90633,-144.60168,11.69,12.95,13.52,15.59,14.88,15.46
2,62.90635,-147.07126,7.54,9.18,9.75,12.37,12.33,12.9
2,62.90807,-148.33939,10.31,10.56,11.13,14.53,12.76,13.33
2,62.90881,-147.70529,9.01,10.52,11.09,20.01,18.0,18.57
2,62.90884,-146.03685,13.62,14.71,15.29,20.48,20.42,20.99
2,62.90898,-145.08005,11.77,13.32,13.9,18.61,16.47,17.04
2,62.90982,-145.55844,11.34,12.04,12.62,16.18,15.4,15.98
2,62.91127,-147.14917,7.54,9.01,9.58,12.46,12.91,13.49
2,62.91129,-146.59299,10.65,12.97,13.55,16.79,18.53,19.1
2,62.9122,-148.41751,10.69,10.65,11.23,14.22,12.89,13.46
2,62.91277,-144.67905,11.63,12.9,13.47,16.08,15.52,16.09
2,62.91333,-147.78333,9.02,10.28,10.85,19.69,17.03,17.61
2,62.91439,-146.11456,12.48,14.21,14.79,19.63,19.91,20.48
2,62.91513,-145.15753,11.7,13.19,13.76,18.47,16.63,17.2
2,62.91567,-145.63605,11.91,12.88,13.45,20.05,17.41,17.98
2,62.91614,-147.2271,7.65,9.42,9.99,13.66,13.0,13.57
2,62.91629,-148.49567,11.0,10.77,11.34,13.87,12.74,13.32
2,62.9165,-146.67081,9.78,11.91,12.48,14.84,16.05,16.62
2,62.91781,-147.86139,9.32,10.59,11.16,18.92,15.71,16.28
2,62.91916,-144.75647,10.99,12.41,12.98,14.98,15.02,15.6
2,62.9199,-146.19229,10.99,12.81,13.38,18.62,18.17,18.75
2,62.92032,-148.57384,12.35,11.98,12.55,18.06,15.32,15.9
2,62.92096,-147.30507,8.1,9.77,10.34,14.28,13.59,14.16
2,62.92123,-145.23505,11.33,12.33,12.91,17.53,15.95,16.53
2,62.92148,-145.71368,12.36,13.16,13.74,21.82,19.87,20.44
2,62.92167,-146.74866,8.95,10.36,10.94,12.73,14.4,14.98
2,62.92223,-147.93945,9.44,10.94,11.52,16.93,14.8,15.38
2,62.92431,-148.65204,14.46,13.58,14.15,22.62,20.43,21.0
2,62.92537,-146.27007,10.32,11.91,12.48,18.35,16.93,17.5
2,62.92551,-144.83391,11.19,12.57,13.14,15.99,15.18,15.75
2,62.92573,-147.38306,8.22,9.37,9.94,15.4,13.72,14.3
