return_period_yr,lat,lon,prec_idf_hist,prec_idf_future_medium,prec_idf_future_high,ng_idf_hist,ng_idf_future_medium,ng_idf_future_high
2,62.6988,-148.47116,4.81,5.65,5.94,7.92,7.08,7.38
2,62.70022,-147.84213,4.11,4.68,4.98,7.45,6.04,6.33
2,62.70142,-144.76294,4.9,5.74,6.04,5.89,6.43,6.73
2,62.70214,-146.18686,4.82,5.46,5.76,7.44,6.66,6.95
2,62.70285,-148.54871,4.87,5.5,5.8,6.15,6.52,6.81
2,62.70329,-147.29042,4.4,5.23,5.52,7.57,7.17,7.47
2,62.70346,-145.23756,4.93,5.67,5.97,7.02,6.57,6.87
2,62.7037,-145.71223,5.91,6.96,7.26,7.99,8.02,8.32
2,62.70393,-146.73865,4.89,5.26,5.56,7.94,8.08,8.38
2,62.70466,-147.91956,3.8,4.19,4.48,6.35,5.93,6.23
2,62.70684,-148.62625,5.17,5.46,5.76,6.5,6.52,6.82
2,62.70761,-146.26399,4.78,5.28,5.58,7.34,6.26,6.55
2,62.70774,-144.83974,4.92,5.78,6.07,6.31,6.72,7.01
2,62.70807,-147.36777,4.71,5.59,5.88,8.45,7.75,8.05
2,62.70904,-146.81587,4.92,5.17,5.47,7.97,7.6,7.9
2,62.70904,-147.99701,3.47,3.98,4.28,5.97,5.45,5.75
2,62.70945,-145.78925,5.86,6.76,7.06,7.94,7.42,7.72
2,62.70951,-145.31448,5.11,5.69,5.99,7.28,6.6,6.9
2,62.71079,-148.70383,5.19,5.13,5.43,6.82,6.38,6.68
2,62.7128,-147.44513,4.24,5.05,5.34,7.26,7.2,7.49
2,62.71301,-146.34116,4.71,5.31,5.61,6.86,5.78,6.08
2,62.71338,-148.07449,3.86,4.58,4.88,7.62,6.56,6.85
2,62.71404,-144.91656,5.05,6.01,6.31,7.16,7.01,7.31
2,62.71412,-146.89314,4.84,5.04,5.33,7.46,6.65,6.95
2,62.7147,-148.78142,5.07,4.91,5.21,5.7,5.88,6.17
2,62.71516,-145.86632,5.74,6.44,6.73,8.08,7.06,7.36
2,62.7155,-145.39145,5.43,5.9,6.19,8.46,7.23,7.53
2,62.71731,-144.51855,5.63,6.45,6.75,6.1,6.73,7.02
2,62.71748,-147.52254,3.89,4.84,5.13,7.15,6.79,7.09
2,62.71767,-148.15201,4.34,5.42,5.71,9.11,7.83,8.13
2,62.71838,-146.41833,4.65,5.24,5.53,6.92,5.88,6.18
2,62.71914,-146.97046,4.67,5.24,5.53,7.07,6.79,7.08
2,62.72028,-144.99345,5.19,6.1,6.4,7.55,7.03,7.33
2,62.72082,-145.94342,5.81,6.54,6.83,7.84,7.18,7.48
2,62.72145,-145.46843,5.66,6.11,6.41,8.56,8.01,8.3
2,62.72192,-148.22954,4.21,5.3,5.59,8.98,7.84,8.14
2,62.72211,-147.59996,3.73,4.77,5.06,7.77,6.85,7.15
2,62.7237,-146.49557,4.66,5.11,5.41,7.75,6.82,7.11
2,62.7238,-144.59535,5.33,6.31,6.6,6.25,6.72,7.02
2,62.72411,-147.04779,4.54,5.2,5.49,7.21,7.25,7.55
2,62.72611,-148.3071,4.22,5.16,5.46,6.98,6.6,6.9
2,62.72643,-146.02054,5.84,6.28,6.58,7.86,7.23,7.53
2,62.72648,-145.07037,5.24,6.02,6.32,7.59,7.03,7.33
2,62.72669,-147.67741,3.73,4.58,4.87,7.18,6.3,6.6
2,62.72736,-145.54546,5.93,6.52,6.81,8.82,8.83,9.13
2,62.72897,-146.57281,4.8,5.08,5.37,7.46,7.12,7.42
2,62.72904,-147.12514,4.38,4.9,5.2,6.49,6.42,6.72
2,62.73024,-144.67218,5.03,6.04,6.34,6.12,6.54,6.83
2,62.73026,-148.38467,4.59,5.33,5.63,6.14,6.61,6.91
2,62.73124,-147.7549,3.97,4.59,4.89,8.32,6.51,6.8
2,62.73199,-146.09772,5.69,6.15,6.45,7.78,7.68,7.97
2,62.73263,-145.14732,5.16,5.8,6.1,7.45,6.92,7.22
2,62.73321,-145.62253,6.43,6.9,7.2,8.98,9.38,9.68
2,62.73392,-147.20251,4.37,5.09,5.39,6.86,6.4,6.7
2,62.73418,-146.65009,5.08,5.24,5.53,7.91,7.82,8.12
2,62.73436,-148.46228,4.78,5.42,5.72,6.11,6.55,6.85
2,62.73572,-147.8324,4.06,4.54,4.84,8.04,6.57,6.87
2,62.73663,-144.74905,5.02,5.91,6.21,6.58,6.57,6.87
2,62.7375,-146.1749,5.71,6.03,6.33,8.25,8.0,8.3
2,62.73841,-148.53992,4.7,5.17,5.46,5.94,5.96,6.26
2,62.73873,-145.2243,5.16,5.87,6.17,7.85,7.0,7.29
2,62.73875,-147.27994,5.07,5.79,6.09,8.71,7.86,8.16
2,62.73901,-145.69962,6.83,7.48,7.78,9.43,9.5,9.8
2,62.73935,-146.72742,5.1,5.36,5.66,7.98,7.79,8.09
2,62.74016,-147.90994,3.82,4.27,4.57,5.67,5.74,6.04
2,62.74241,-148.61757,4.87,5.11,5.41,5.97,5.99,6.28
2,62.74297,-144.82596,5.03,5.82,6.12,7.03,6.48,6.78
2,62.74297,-146.25212,5.83,6.06,6.36,8.6,7.79,8.09
2,62.74353,-147.35739,5.22,5.99,6.29,8.99,8.07,8.37
2,62.74449,-146.80475,5.13,5.49,5.79,8.26,7.8,8.09
2,62.74455,-147.98749,3.53,4.1,4.4,5.21,4.89,5.18
2,62.74478,-145.30133,5.33,5.82,6.12,8.08,6.92,7.22
2,62.74478,-145.77673,6.89,7.69,7.98,9.36,9.35,9.65
2,62.74637,-148.69525,5.04,5.12,5.42,5.76,6.04,6.34
2,62.74827,-147.43486,4.58,5.37,5.67,8.19,7.55,7.85
2,62.74839,-146.32938,5.73,6.14,6.44,8.51,7.9,8.2
2,62.74891,-148.06506,4.11,4.61,4.91,7.79,6.29,6.59
2,62.74926,-144.90289,5.22,6.09,6.39,7.43,6.79,7.09
2,62.74957,-146.88213,5.39,5.71,6.01,8.77,7.94,8.24
2,62.75027,-148.77295,5.24,5.16,5.46,5.49,5.48,5.78
2,62.7505,-145.85391,6.87,7.48,7.78,9.16,8.83,9.12
2,62.75078,-145.37839,5.44,5.86,6.16,8.39,6.98,7.28
2,62.75296,-147.51236,4.24,5.24,5.53,8.11,7.25,7.55
2,62.7532,-148.14268,4.46,5.38,5.68,9.45,8.11,8.41
2,62.75377,-146.40668,5.38,5.84,6.14,7.86,7.27,7.57
2,62.75459,-146.95953,5.4,5.97,6.26,9.08,8.39,8.68
2,62.75552,-144.97987,5.33,6.19,6.49,7.91,7.23,7.53
2,62.75616,-145.93111,7.07,7.55,7.84,9.69,9.31,9.61
2,62.75674,-145.45547,5.68,6.14,6.44,8.68,8.04,8.34
2,62.75745,-148.22032,4.35,5.59,5.89,8.55,7.46,7.75
2,62.7576,-147.58989,4.25,5.19,5.48,8.66,7.2,7.5
2,62.75902,-144.58124,5.51,6.27,6.56,7.15,6.79,7.09
2,62.75909,-146.48399,5.08,5.44,5.74,7.41,6.99,7.29
2,62.75958,-147.03696,5.09,5.73,6.03,8.3,8.57,8.87
2,62.76165,-148.29797,4.14,4.96,5.26,5.13,5.62,5.92
2,62.76172,-145.05688,5.36,6.12,6.42,8.02,7.18,7.48
2,62.76178,-146.00833,6.98,7.25,7.55,9.8,9.28,9.57
2,62.76219,-147.66745,4.06,4.93,5.23,8.43,7.19,7.49
2,62.76265,-145.53261,5.92,6.49,6.79,8.78,8.73,9.03
2,62.76437,-146.56134,5.14,5.47,5.77,7.65,7.29,7.59
2,62.76451,-147.11441,4.7,5.15,5.45,7.2,7.23,7.53
2,62.76546,-144.65816,5.21,6.04,6.33,7.4,6.74,7.03
2,62.76581,-148.37567,4.3,4.94,5.23,5.15,5.57,5.87
2,62.76674,-147.74503,3.86,4.6,4.9,7.12,6.78,7.08
2,62.76735,-146.0856,6.56,6.82,7.12,9.42,8.9,9.2
2,62.76788,-145.13394,5.38,6.09,6.39,8.1,7.29,7.59
2,62.76852,-145.60977,6.5,6.85,7.15,9.08,9.39,9.69
2,62.7694,-147.19191,4.44,5.12,5.42,6.8,6.4,6.7
2,62.76959,-146.63873,5.39,5.51,5.8,8.15,7.66,7.95
2,62.76991,-148.45337,4.48,4.95,5.25,5.75,5.73,6.03
2,62.77123,-147.82263,3.83,4.41,4.71,5.72,5.77,6.07
2,62.77187,-144.73512,5.31,6.05,6.35,7.43,6.88,7.18
2,62.77287,-146.1629,6.7,6.81,7.11,9.51,9.43,9.73
2,62.77396,-148.53111,4.36,5.01,5.3,5.68,5.85,6.15
2,62.774,-145.21103,5.45,6.17,6.46,8.23,8.01,8.31
2,62.77423,-147.26944,5.08,5.74,6.04,8.7,7.79,8.09
2,62.77434,-145.68697,7.18,7.52,7.82,9.82,9.47,9.77
2,62.77477,-146.71616,5.54,5.78,6.08,8.66,8.36,8.65
2,62.77568,-147.90027,3.55,4.11,4.41,4.15,4.75,5.05
2,62.77797,-148.60887,4.66,5.06,5.35,5.26,5.74,6.04
2,62.77822,-144.81213,5.25,6.25,6.55,7.53,7.32,7.61
2,62.77835,-146.24023,7.34,7.28,7.58,11.74,11.03,11.33
2,62.77903,-147.34698,5.34,5.96,6.26,9.38,8.83,9.13
2,62.77991,-146.79359,5.94,6.54,6.83,10.65,9.46,9.76
2,62.78006,-145.28815,5.53,6.22,6.52,8.31,8.14,8.43
2,62.78008,-147.97794,3.37,4.05,4.34,4.01,4.58,4.88
2,62.78011,-145.76421,7.34,7.99,8.28,10.38,10.17,10.47
2,62.78194,-148.68665,4.97,5.22,5.52,5.21,5.65,5.95
2,62.78378,-146.31758,7.12,7.38,7.67,11.96,11.2,11.49
2,62.78378,-147.42456,4.82,5.52,5.82,8.73,7.73,8.02
2,62.78444,-148.05563,3.85,4.44,4.73,4.82,5.1,5.4
2,62.78453,-144.88918,5.28,6.09,6.39,7.62,7.05,7.34
2,62.785,-146.87106,6.09,6.98,7.27,11.51,11.44,11.74
2,62.78583,-145.84146,7.38,8.19,8.49,10.08,10.21,10.51
2,62.78585,-148.76447,5.38,5.5,5.8,5.68,6.02,6.31
2,62.78607,-145.3653,5.56,6.23,6.53,8.05,7.73,8.03
2,62.78846,-147.50217,4.3,5.34,5.63,8.43,7.22,7.52
2,62.78874,-148.13333,4.36,4.94,5.23,5.93,5.7,5.99
2,62.78915,-146.39497,6.22,6.57,6.87,9.75,9.75,10.04
2,62.79004,-146.94858,5.83,6.73,7.03,10.91,10.28,10.58
2,62.79079,-144.96625,5.31,6.03,6.32,8.1,7.28,7.57
2,62.7915,-145.91876,7.47,8.16,8.46,11.01,10.65,10.95
2,62.79204,-145.4425,5.64,6.24,6.54,8.36,8.13,8.43
2,62.79299,-148.21107,4.24,4.88,5.18,5.48,5.29,5.59
2,62.79311,-147.57979,4.26,5.18,5.47,8.44,7.43,7.73
2,62.79422,-144.56708,5.64,6.23,6.53,7.56,6.87,7.17
2,62.79449,-146.4724,5.61,5.91,6.21,8.5,8.12,8.42
2,62.79502,-147.02612,5.59,6.14,6.44,8.59,9.51,9.81
2,62.797,-145.04337,5.32,6.04,6.34,8.13,7.28,7.57
2,62.79713,-145.99609,7.23,7.88,8.17,11.62,11.13,11.43
2,62.7972,-148.28885,3.87,4.57,4.87,4.68,4.99,5.29
2,62.79771,-147.65744,4.33,5.21,5.51,8.6,7.42,7.71
2,62.79796,-145.51973,5.91,6.48,6.77,8.83,8.5,8.8
2,62.79977,-146.54987,5.77,6.08,6.38,8.74,8.91,9.21
2,62.79997,-147.10367,4.71,5.25,5.55,7.13,7.47,7.77
2,62.80067,-144.6441,5.42,6.12,6.42,7.6,6.96,7.25
2,62.80136,-148.36664,3.93,4.63,4.93,5.01,5.31,5.61
2,62.80226,-147.73514,4.06,4.98,5.28,7.82,6.83,7.13
2,62.8027,-146.07346,6.9,7.48,7.78,11.0,10.62,10.92
2,62.80318,-145.12051,5.5,6.26,6.56,8.37,7.99,8.29
2,62.80383,-145.59698,6.21,6.78,7.07,8.92,8.87,9.17
2,62.80486,-147.18127,4.17,4.93,5.23,6.42,6.48,6.78
2,62.80501,-146.62735,5.94,6.21,6.51,9.23,9.31,9.61
2,62.80547,-148.44446,4.26,4.9,5.19,5.28,5.68,5.98
2,62.80677,-147.81285,3.94,4.65,4.94,5.74,5.84,6.13
2,62.80709,-144.72116,5.48,6.19,6.49,7.57,7.06,7.36
2,62.80824,-146.15085,7.26,7.39,7.69,11.34,10.8,11.1
2,62.80929,-145.19771,5.66,6.63,6.93,8.65,9.08,9.37
2,62.80954,-148.52228,4.54,5.05,5.34,5.3,5.73,6.03
2,62.80966,-145.67429,6.63,7.03,7.33,9.01,9.21,9.51
2,62.80971,-147.2589,4.72,5.34,5.64,8.09,7.29,7.59
2,62.8102,-146.70486,5.75,6.11,6.41,9.68,9.43,9.73
2,62.81122,-147.89059,3.71,4.36,4.66,4.58,5.0,5.3
2,62.81345,-144.79828,5.47,6.1,6.4,7.63,7.27,7.57
2,62.81355,-148.60016,4.71,5.13,5.43,5.01,5.66,5.95
2,62.81372,-146.22829,7.59,7.72,8.02,11.73,11.79,12.08
2,62.81451,-147.33655,5.11,5.61,5.91,9.46,8.57,8.87
2,62.81533,-146.78241,5.94,6.38,6.68,10.5,10.12,10.41
2,62.81536,-145.27493,5.92,6.87,7.16,8.76,8.97,9.27
2,62.81544,-145.75162,7.03,7.43,7.73,10.01,9.37,9.66
2,62.81564,-147.96835,3.71,4.46,4.76,4.43,4.92,5.22
2,62.81752,-148.67804,5.34,5.35,5.65,5.51,5.75,6.05
2,62.81915,-146.30576,7.12,7.4,7.69,11.72,11.66,11.96
2,62.81926,-147.41422,4.84,5.3,5.6,8.91,8.76,9.06
2,62.81977,-144.87541,5.32,6.08,6.38,8.09,7.28,7.58
2,62.81999,-148.04614,3.77,4.52,4.81,4.11,4.82,5.11
2,62.82043,-146.85999,6.0,6.84,7.14,10.67,10.62,10.92
2,62.82117,-145.82898,7.16,7.82,8.12,10.83,10.27,10.57
2,62.82139,-145.35219,6.05,6.88,7.17,9.06,8.83,9.13
2,62.82143,-148.75595,6.0,5.77,6.07,6.89,6.89,7.18
2,62.82395,-147.49194,4.42,4.87,5.17,8.22,7.33,7.62
2,62.8243,-148.12396,3.81,4.36,4.66,3.84,4.44,4.74
2,62.82455,-146.38324,6.25,6.68,6.98,10.21,9.9,10.2
2,62.82548,-146.93759,5.97,7.11,7.4,9.87,10.35,10.65
2,62.82604,-144.95259,5.33,6.11,6.41,7.93,7.42,7.72
2,62.82685,-145.90639,7.37,7.91,8.21,11.7,11.24,11.54
2,62.82736,-145.42947,5.92,6.75,7.05,8.66,8.6,8.9
2,62.82856,-148.20181,3.84,4.2,4.5,3.82,4.27,4.56
2,62.82861,-147.56967,4.17,4.71,5.01,7.9,6.99,7.28
2,62.82942,-144.55287,5.72,6.46,6.76,8.14,7.31,7.61
2,62.82988,-146.46077,5.73,6.16,6.46,8.84,9.14,9.44
2,62.83047,-147.01523,5.17,6.02,6.31,8.07,8.77,9.07
2,62.83227,-145.02982,5.42,6.16,6.46,8.33,7.73,8.03
2,62.83249,-145.98383,7.37,8.02,8.32,11.24,11.36,11.65
2,62.83278,-148.27968,3.82,4.4,4.7,3.96,4.63,4.93
2,62.83322,-147.64743,4.13,4.67,4.97,7.65,6.62,6.91
2,62.8333,-145.50681,5.79,6.74,7.03,9.08,8.58,8.88
2,62.83518,-146.53833,6.01,6.37,6.66,10.28,9.63,9.93
2,62.83543,-147.0929,4.04,4.97,5.27,6.34,6.98,7.27
2,62.83589,-144.63,5.43,6.29,6.58,7.55,7.08,7.38
2,62.83694,-148.35757,4.1,4.62,4.92,4.34,4.94,5.24
2,62.83778,-147.72522,4.13,4.77,5.07,7.8,6.72,7.02
2,62.83807,-146.06128,7.32,8.01,8.3,12.11,11.74,12.04
2,62.83844,-145.10706,5.54,6.22,6.52,8.36,7.89,8.19
2,62.83918,-145.58418,5.84,6.8,7.09,8.77,9.0,9.29
2,62.84032,-147.17059,3.94,4.74,5.03,6.05,6.45,6.75
2,62.84042,-146.61592,5.95,6.41,6.71,10.74,9.97,10.27
2,62.84106,-148.43549,4.55,4.94,5.24,4.85,5.31,5.61
2,62.84229,-147.80304,4.15,4.98,5.27,8.19,6.85,7.15
2,62.84231,-144.70715,5.37,6.22,6.52,7.18,6.78,7.08
2,62.84361,-146.13879,7.32,7.72,8.02,11.89,11.68,11.98
2,62.84457,-145.18436,5.76,6.66,6.95,8.98,8.99,9.29
2,62.84501,-145.66158,5.8,6.69,6.99,8.38,8.75,9.05
2,62.84513,-148.51343,4.92,5.08,5.37,5.71,5.84,6.13
2,62.84518,-147.24832,4.36,4.85,5.15,7.62,6.93,7.23
2,62.84563,-146.69354,5.84,6.22,6.52,9.88,10.23,10.52
2,62.84674,-147.88087,4.4,5.34,5.64,9.01,7.33,7.63
2,62.84869,-144.78436,5.45,6.07,6.37,7.37,6.76,7.06
2,62.8491,-146.21632,7.17,7.49,7.79,11.27,11.63,11.93
2,62.84915,-148.5914,5.16,5.21,5.51,6.18,6.28,6.57
2,62.84999,-147.32608,4.7,5.33,5.63,8.72,7.7,8.0
2,62.85065,-145.26167,6.27,7.03,7.33,9.61,9.3,9.6
2,62.85078,-146.77119,5.85,6.58,6.88,9.14,10.16,10.46
2,62.8508,-145.73901,6.1,6.87,7.17,9.16,8.8,9.1
2,62.85117,-147.95874,4.54,5.59,5.89,8.48,7.21,7.51
2,62.85313,-148.6694,5.67,5.48,5.77,6.86,6.59,6.89
2,62.85455,-146.29388,6.67,7.16,7.46,10.75,11.18,11.47
2,62.85474,-147.40387,4.61,5.12,5.42,8.62,7.74,8.03
2,62.85501,-144.8616,5.54,6.18,6.48,8.2,7.45,7.75
2,62.85552,-148.03665,4.3,5.22,5.51,5.74,6.0,6.3
2,62.85587,-146.84888,6.01,7.14,7.43,8.45,9.85,10.15
2,62.85653,-145.81648,6.7,7.17,7.47,10.69,9.85,10.15
2,62.85668,-145.33902,6.44,7.16,7.45,10.49,9.54,9.84
2,62.85704,-148.74741,6.29,5.83,6.13,9.59,7.41,7.7
2,62.85946,-147.48167,4.22,4.84,5.14,7.45,6.78,7.08
2,62.85985,-148.11456,3.94,4.51,4.81,4.15,4.65,4.94
2,62.85994,-146.37149,5.78,6.55,6.85,10.43,10.39,10.68
2,62.86092,-146.92657,5.2,6.55,6.85,7.7,8.92,9.22
2,62.86129,-144.93889,5.65,6.33,6.63,8.24,7.91,8.21
2,62.86222,-145.89398,7.09,7.31,7.61,11.1,11.1,11.4
2,62.86267,-145.41643,6.09,6.9,7.2,9.66,9.25,9.55
2,62.86412,-147.55951,4.1,4.57,4.86,7.24,6.52,6.82
2,62.86412,-148.19252,3.85,4.38,4.68,4.2,4.72,5.01
2,62.86463,-144.53864,5.9,6.73,7.03,8.22,7.57,7.87
2,62.86529,-146.44911,5.64,6.36,6.66,10.22,9.88,10.18
2,62.86593,-147.00433,4.17,5.53,5.83,6.71,7.34,7.64
2,62.86753,-145.0162,5.62,6.37,6.67,8.38,7.87,8.17
2,62.86787,-145.97153,7.22,7.46,7.76,11.04,11.32,11.61
2,62.86834,-148.27049,4.24,4.55,4.85,4.85,5.18,5.47
2,62.8686,-145.49387,5.96,6.55,6.85,9.05,8.57,8.87
2,62.86872,-147.63739,4.23,4.59,4.89,7.62,6.98,7.28
2,62.87059,-146.52676,5.86,6.33,6.63,10.64,10.11,10.4
2,62.87089,-147.08209,3.67,4.72,5.02,6.01,6.52,6.81
2,62.87111,-144.61586,5.78,6.56,6.86,7.79,7.33,7.63
2,62.87251,-148.34848,4.61,4.92,5.22,5.45,5.66,5.95
2,62.87329,-147.71527,4.28,4.82,5.11,8.18,7.35,7.64
2,62.87347,-146.04909,7.15,7.56,7.86,11.9,11.96,12.25
2,62.8737,-145.09357,5.67,6.57,6.87,8.42,7.98,8.28
2,62.87449,-145.57132,5.76,6.43,6.73,8.65,8.67,8.97
2,62.87579,-147.1599,3.75,4.58,4.88,6.2,6.35,6.65
2,62.87585,-146.60446,5.75,6.47,6.77,10.42,10.2,10.5
2,62.87663,-148.42651,4.97,5.21,5.5,5.7,5.96,6.26
2,62.87754,-144.69313,5.65,6.37,6.67,7.69,7.41,7.71
2,62.87781,-147.79318,4.49,5.06,5.36,9.61,8.2,8.5
2,62.87901,-146.12668,7.03,7.56,7.86,11.17,11.9,12.19
2,62.87985,-145.17096,5.87,6.54,6.84,8.61,8.33,8.62
2,62.88034,-145.64883,5.62,6.62,6.91,8.71,8.57,8.87
2,62.88066,-147.23773,4.03,4.84,5.14,7.14,6.8,7.09
2,62.88071,-148.50455,5.41,5.32,5.62,6.18,6.43,6.73
2,62.88228,-147.87115,4.73,5.66,5.96,10.2,8.71,9.01
2,62.88392,-144.77045,5.51,6.3,6.6,7.58,7.27,7.57
2,62.88452,-146.20432,6.32,7.09,7.39,10.36,10.63,10.93
2,62.88474,-148.58264,5.9,5.65,5.95,7.42,7.21,7.5
2,62.88547,-147.31558,4.41,5.2,5.5,7.98,7.25,7.55
2,62.88594,-145.24838,6.13,6.66,6.95,9.26,9.27,9.57
2,62.88614,-145.72636,5.82,6.52,6.81,9.46,8.72,9.02
2,62.8867,-147.94913,4.85,5.88,6.17,9.22,8.12,8.42
2,62.88871,-148.66074,6.46,6.1,6.4,10.17,8.2,8.5
2,62.88996,-146.28198,5.81,6.56,6.86,9.51,9.7,10.0
2,62.89023,-147.39348,4.38,4.96,5.26,7.98,7.4,7.69
2,62.89025,-144.84778,5.66,6.43,6.73,8.1,8.11,8.41
2,62.89108,-148.02713,4.63,5.25,5.55,6.11,6.4,6.7
2,62.89131,-146.83774,4.42,5.52,5.81,6.62,7.45,7.74
2,62.89188,-145.80392,6.2,6.49,6.78,9.45,8.97,9.27
2,62.89198,-145.32584,6.58,6.87,7.16,9.7,9.09,9.38
2,62.89264,-148.73885,7.39,6.82,7.12,11.1,10.14,10.43
2,62.89495,-147.47139,4.15,4.67,4.97,7.71,7.2,7.5
2,62.89537,-146.3597,5.54,6.22,6.52,9.52,9.4,9.7
2,62.8954,-148.10515,4.23,4.59,4.89,4.94,4.94,5.24
2,62.89638,-146.91556,4.11,5.24,5.54,6.28,6.94,7.24
2,62.89652,-148.81699,8.05,7.32,7.61,11.86,10.39,10.68
2,62.89655,-144.92517,5.9,6.7,6.99,9.0,8.5,8.79
2,62.89758,-145.88153,6.76,6.89,7.19,9.58,9.29,9.59
2,62.89798,-145.40334,6.37,6.71,7.01,10.37,9.27,9.56
2,62.89962,-147.54933,4.32,4.78,5.08,8.41,7.75,8.05
2,62.89967,-148.1832,4.28,4.62,4.91,5.45,5.38,5.67
2,62.89985,-144.52435,6.05,6.72,7.02,8.07,7.47,7.76
2,62.90073,-146.43742,5.62,6.34,6.64,9.55,9.3,9.6
2,62.90139,-146.99339,3.95,4.95,5.25,6.24,6.62,6.92
2,62.90279,-145.00258,5.96,6.76,7.06,9.62,8.38,8.67
2,62.90323,-145.95917,7.03,7.22,7.52,10.19,10.49,10.78
2,62.9039,-148.26128,4.87,5.15,5.44,6.4,5.84,6.14
2,62.90392,-145.48087,6.12,6.38,6.68,8.93,8.52,8.82
2,62.90424,-147.6273,4.62,5.35,5.64,10.35,8.97,9.27
2,62.90604,-146.5152,5.73,6.54,6.83,9.84,9.79,10.08
2,62.90633,-144.60168,6.05,6.7,6.99,8.07,7.7,7.99
2,62.90635,-147.07126,3.9,4.75,5.04,6.4,6.38,6.67
2,62.90807,-148.33939,5.33,5.46,5.76,7.51,6.6,6.9
2,62.90881,-147.70529,4.66,5.44,5.74,10.35,9.31,9.61
2,62.90884,-146.03685,7.05,7.61,7.91,10.6,10.56,10.86
2,62.90898,-145.08005,6.09,6.89,7.19,9.63,8.52,8.82
2,62.90982,-145.55844,5.87,6.23,6.53,8.37,7.97,8.26
2,62.91127,-147.14917,3.9,4.66,4.96,6.44,6.68,6.98
2,62.91129,-146.59299,5.51,6.71,7.01,8.69,9.58,9.88
2,62.9122,-148.41751,5.53,5.51,5.81,7.36,6.67,6.96
2,62.91277,-144.67905,6.02,6.67,6.97,8.32,8.03,8.32
2,62.91333,-147.78333,4.66,5.32,5.61,10.19,8.81,9.11
2,62.91439,-146.11456,6.45,7.35,7.65,10.15,10.3,10.6
2,62.91513,-145.15753,6.05,6.82,7.12,9.55,8.6,8.9
2,62.91567,-145.63605,6.16,6.66,6.96,10.37,9.0,9.3
2,62.91614,-147.2271,3.96,4.87,5.17,7.07,6.72,7.02
2,62.91629,-148.49567,5.69,5.57,5.87,7.18,6.59,6.89
2,62.9165,-146.67081,5.06,6.16,6.46,7.67,8.3,8.6
2,62.91781,-147.86139,4.82,5.48,5.77,9.79,8.13,8.42
2,62.91916,-144.75647,5.68,6.42,6.72,7.75,7.77,8.07
2,62.9199,-146.19229,5.69,6.63,6.92,9.63,9.4,9.7
2,62.92032,-148.57384,6.39,6.19,6.49,9.34,7.93,8.22
2,62.92096,-147.30507,4.19,5.05,5.35,7.39,7.03,7.33
2,62.92123,-145.23505,5.86,6.38,6.68,9.07,8.25,8.55
2,62.92148,-145.71368,6.4,6.81,7.11,11.29,10.28,10.57
2,62.92167,-146.74866,4.63,5.36,5.66,6.58,7.45,7.75
2,62.92223,-147.93945,4.88,5.66,5.96,8.76,7.66,7.95
2,62.92431,-148.65204,7.48,7.02,7.32,11.7,10.57,10.86
2,62.92537,-146.27007,5.34,6.16,6.46,9.49,8.76,9.05
2,62.92551,-144.83391,5.79,6.5,6.8,8.27,7.85,8.15
2,62.92573,-147.38306,4.25,4.85,5.14,7.97,7.1,7.4
