return_period_yr,lat,lon,prec_idf_hist,prec_idf_future_medium,prec_idf_future_high,ng_idf_hist,ng_idf_future_medium,ng_idf_future_high
2,62.7532,-148.14268,30.01,36.22,38.22,63.61,54.61,56.61
2,62.75377,-146.40668,36.21,39.33,41.33,52.94,48.93,50.93
2,62.75459,-146.95953,36.35,40.17,42.17,61.12,56.45,58.45
2,62.75552,-144.97987,35.90,41.69,43.69,53.24,48.68,50.68
2,62.75616,-145.93111,47.61,50.81,52.81,65.21,62.69,64.69
2,62.75674,-145.45547,38.24,41.36,43.36,58.45,54.11,56.11
2,62.75745,-148.22032,29.25,37.65,39.65,57.53,50.19,52.19
2,62.7576,-147.58989,28.59,34.92,36.92,58.28,48.47,50.47
2,62.75902,-144.58124,37.06,42.19,44.19,48.15,45.72,47.72
2,62.75909,-146.48399,34.21,36.61,38.61,49.85,47.06,49.06
2,62.75958,-147.03696,34.25,38.56,40.56,55.88,57.70,59.70
2,62.76165,-148.29797,27.86,33.39,35.39,34.55,37.86,39.86
2,62.76172,-145.05688,36.05,41.20,43.20,53.96,48.36,50.36
2,62.76178,-146.00833,46.97,48.80,50.80,66.00,62.44,64.44
2,62.76219,-147.66745,27.33,33.18,35.18,56.76,48.42,50.42
2,62.76265,-145.53261,39.87,43.71,45.71,59.08,58.80,60.80
2,62.76437,-146.56134,34.57,36.84,38.84,51.47,49.10,51.10
2,62.76451,-147.11441,31.65,34.67,36.67,48.48,48.70,50.70
2,62.76546,-144.65816,35.10,40.64,42.64,49.83,45.34,47.34
2,62.76581,-148.37567,28.92,33.24,35.24,34.66,37.49,39.49
2,62.76674,-147.74503,25.98,30.96,32.96,47.90,45.67,47.67
2,62.76735,-146.0856,44.14,45.93,47.93,63.39,59.94,61.94
2,62.76788,-145.13394,36.21,41.02,43.02,54.53,49.09,51.09
2,62.76852,-145.60977,43.78,46.11,48.11,61.11,63.22,65.22
2,62.7694,-147.19191,29.90,34.49,36.49,45.78,43.09,45.09
2,62.76959,-146.63873,36.31,37.06,39.06,54.85,51.55,53.55
2,62.76991,-148.45337,30.18,33.35,35.35,38.68,38.56,40.56
2,62.77123,-147.82263,25.76,29.72,31.72,38.49,38.83,40.83
2,62.77187,-144.73512,35.75,40.75,42.75,49.99,46.34,48.34
2,62.77287,-146.1629,45.12,45.84,47.84,63.99,63.47,65.47
2,62.77396,-148.53111,29.38,33.70,35.70,38.22,39.40,41.40
2,62.774,-145.21103,36.69,41.52,43.52,55.39,53.94,55.94
2,62.77423,-147.26944,34.23,38.65,40.65,58.56,52.45,54.45
2,62.77434,-145.68697,48.33,50.63,52.63,66.08,63.74,65.74
2,62.77477,-146.71616,37.29,38.92,40.92,58.32,56.26,58.26
2,62.77568,-147.90027,23.90,27.66,29.66,27.97,31.97,33.97
2,62.77797,-148.60887,31.34,34.04,36.04,35.38,38.67,40.67
2,62.77822,-144.81213,35.34,42.07,44.07,50.70,49.25,51.25
2,62.77835,-146.24023,49.44,49.03,51.03,79.01,74.25,76.25
2,62.77903,-147.34698,35.93,40.12,42.12,63.11,59.44,61.44
2,62.77991,-146.79359,39.98,44.01,46.01,71.67,63.71,65.71
2,62.78006,-145.28815,37.21,41.88,43.88,55.93,54.78,56.78
2,62.78008,-147.97794,22.71,27.24,29.24,26.99,30.86,32.86
2,62.78011,-145.76421,49.40,53.76,55.76,69.87,68.45,70.45
2,62.78194,-148.68665,33.47,35.16,37.16,35.04,38.04,40.04
2,62.78378,-146.31758,47.94,49.65,51.65,80.51,75.37,77.37
2,62.78378,-147.42456,32.44,37.19,39.19,58.77,52.02,54.02
2,62.78444,-148.05563,25.91,29.87,31.87,32.47,34.35,36.35
2,62.78453,-144.88918,35.57,41.00,43.00,51.28,47.44,49.44
2,62.785,-146.87106,40.98,46.96,48.96,77.46,77.03,79.03
2,62.78583,-145.84146,49.71,55.13,57.13,67.88,68.76,70.76
2,62.78585,-148.76447,36.19,37.03,39.03,38.25,40.50,42.50
2,62.78607,-145.3653,37.42,41.96,43.96,54.18,52.05,54.05
2,62.78846,-147.50217,28.97,35.92,37.92,56.77,48.60,50.60
2,62.78874,-148.13333,29.33,33.23,35.23,39.93,38.35,40.35
2,62.78915,-146.39497,41.86,44.25,46.25,65.64,65.61,67.61
2,62.79004,-146.94858,39.27,45.32,47.32,73.42,69.23,71.23
2,62.79079,-144.96625,35.77,40.57,42.57,54.54,48.98,50.98
2,62.7915,-145.91876,50.31,54.92,56.92,74.11,71.72,73.72
2,62.79204,-145.4425,37.97,42.02,44.02,56.27,54.75,56.75
2,62.79299,-148.21107,28.57,32.86,34.86,36.86,35.60,37.60
2,62.79311,-147.57979,28.69,34.84,36.84,56.84,50.05,52.05
2,62.79422,-144.56708,37.94,41.95,43.95,50.87,46.24,48.24
2,62.79449,-146.4724,37.76,39.79,41.79,57.19,54.67,56.67
2,62.79502,-147.02612,37.60,41.35,43.35,57.84,64.04,66.04
2,62.797,-145.04337,35.83,40.66,42.66,54.74,48.98,50.98
2,62.79713,-145.99609,48.64,53.03,55.03,78.25,74.95,76.95
2,62.7972,-148.28885,26.07,30.79,32.79,31.50,33.62,35.62
2,62.79771,-147.65744,29.15,35.08,37.08,57.89,49.92,51.92
2,62.79796,-145.51973,39.77,43.59,45.59,59.47,57.23,59.23
2,62.79977,-146.54987,38.85,40.93,42.93,58.84,59.98,61.98
2,62.79997,-147.10367,31.72,35.37,37.37,48.01,50.31,52.31
2,62.80067,-144.6441,36.48,41.21,43.21,51.17,46.83,48.83
2,62.80136,-148.36664,26.48,31.20,33.20,33.75,35.77,37.77
2,62.80226,-147.73514,27.30,33.54,35.54,52.62,46.01,48.01
2,62.8027,-146.07346,46.45,50.38,52.38,74.06,71.52,73.52
2,62.80318,-145.12051,37.03,42.17,44.17,56.37,53.79,55.79
2,62.80383,-145.59698,41.83,45.61,47.61,60.08,59.71,61.71
2,62.80486,-147.18127,28.06,33.22,35.22,43.24,43.65,45.65
2,62.80501,-146.62735,39.96,41.83,43.83,62.16,62.70,64.70
2,62.80547,-148.44446,28.65,32.97,34.97,35.55,38.23,40.23
2,62.80677,-147.81285,26.54,31.27,33.27,38.63,39.29,41.29
2,62.80709,-144.72116,36.86,41.70,43.70,50.96,47.55,49.55
2,62.80824,-146.15085,48.90,49.75,51.75,76.34,72.73,74.73
2,62.80929,-145.19771,38.08,44.64,46.64,58.22,61.10,63.10
2,62.80954,-148.52228,30.58,33.98,35.98,35.70,38.59,40.59
2,62.80966,-145.67429,44.64,47.32,49.32,60.67,62.01,64.01
2,62.80971,-147.2589,31.75,35.98,37.98,54.44,49.09,51.09
2,62.8102,-146.70486,38.71,41.13,43.13,65.18,63.50,65.50
2,62.81122,-147.89059,24.97,29.36,31.36,30.82,33.65,35.65
2,62.81345,-144.79828,36.80,41.05,43.05,51.35,48.95,50.95
2,62.81355,-148.60016,31.71,34.54,36.54,33.72,38.07,40.07
2,62.81372,-146.22829,51.11,51.99,53.99,78.94,79.34,81.34
2,62.81451,-147.33655,34.37,37.79,39.79,63.69,57.69,59.69
2,62.81533,-146.78241,39.97,42.98,44.98,70.65,68.10,70.10
2,62.81536,-145.27493,39.87,46.22,48.22,58.94,60.37,62.37
2,62.81544,-145.75162,47.33,50.02,52.02,67.39,63.06,65.06
2,62.81564,-147.96835,24.95,30.04,32.04,29.84,33.13,35.13
2,62.81752,-148.67804,35.96,36.03,38.03,37.12,38.73,40.73
2,62.81915,-146.30576,47.95,49.79,51.79,78.87,78.48,80.48
2,62.81926,-147.41422,32.60,35.67,37.67,59.95,58.99,60.99
2,62.81977,-144.87541,35.80,40.93,42.93,54.43,49.03,51.03
2,62.81999,-148.04614,25.38,30.40,32.40,27.66,32.42,34.42
2,62.82043,-146.85999,40.39,46.04,48.04,71.81,71.50,73.50
2,62.82117,-145.82898,48.17,52.64,54.64,72.88,69.15,71.15
2,62.82139,-145.35219,40.73,46.30,48.30,61.01,59.47,61.47
2,62.82143,-148.75595,40.38,38.83,40.83,46.36,46.36,48.36
2,62.82395,-147.49194,29.73,32.81,34.81,55.31,49.31,51.31
2,62.8243,-148.12396,25.65,29.37,31.37,25.85,29.91,31.91
2,62.82455,-146.38324,42.05,44.98,46.98,68.74,66.67,68.67
2,62.82548,-146.93759,40.19,47.83,49.83,66.42,69.68,71.68
2,62.82604,-144.95259,35.87,41.13,43.13,53.39,49.94,51.94
2,62.82685,-145.90639,49.62,53.28,55.28,78.74,75.69,77.69
2,62.82736,-145.42947,39.86,45.43,47.43,58.29,57.92,59.92
2,62.82856,-148.20181,25.82,28.30,30.30,25.71,28.72,30.72
2,62.82861,-147.56967,28.05,31.72,33.72,53.16,47.04,49.04
2,62.82942,-144.55287,38.50,43.50,45.50,54.81,49.20,51.20
2,62.82988,-146.46077,38.59,41.47,43.47,59.53,61.53,63.53
2,62.83047,-147.01523,34.83,40.51,42.51,54.33,59.03,61.03
2,62.83227,-145.02982,36.46,41.46,43.46,56.05,52.04,54.04
2,62.83249,-145.98383,49.58,53.99,55.99,75.69,76.45,78.45
2,62.83278,-148.27968,25.74,29.64,31.64,26.63,31.18,33.18
2,62.83322,-147.64743,27.82,31.46,33.46,51.50,44.54,46.54
2,62.8333,-145.50681,38.95,45.35,47.35,61.15,57.77,59.77
2,62.83518,-146.53833,40.45,42.85,44.85,69.19,64.84,66.84
2,62.83543,-147.0929,27.18,33.46,35.46,42.67,46.97,48.97
2,62.83589,-144.63,36.54,42.32,44.32,50.82,47.66,49.66
2,62.83694,-148.35757,27.62,31.11,33.11,29.21,33.28,35.28
2,62.83778,-147.72522,27.83,32.12,34.12,52.50,45.26,47.26
2,62.83807,-146.06128,49.29,53.89,55.89,81.52,79.03,81.03
2,62.83844,-145.10706,37.30,41.86,43.86,56.30,53.11,55.11
2,62.83918,-145.58418,39.31,45.76,47.76,59.01,60.56,62.56
2,62.84032,-147.17059,26.53,31.89,33.89,40.74,43.41,45.41
2,62.84042,-146.61592,40.04,43.15,45.15,72.29,67.14,69.14
2,62.84106,-148.43549,30.60,33.27,35.27,32.65,35.74,37.74
2,62.84229,-147.80304,27.93,33.50,35.50,55.16,46.12,48.12
2,62.84231,-144.70715,36.15,41.88,43.88,48.36,45.67,47.67
2,62.84361,-146.13879,49.30,51.97,53.97,80.03,78.63,80.63
2,62.84457,-145.18436,38.78,44.80,46.80,60.42,60.51,62.51
2,62.84501,-145.66158,39.05,45.03,47.03,56.40,58.91,60.91
2,62.84513,-148.51343,33.09,34.17,36.17,38.44,39.28,41.28
2,62.84518,-147.24832,29.33,32.68,34.68,51.30,46.64,48.64
2,62.84563,-146.69354,39.32,41.86,43.86,66.53,68.84,70.84
2,62.84674,-147.88087,29.61,35.97,37.97,60.66,49.35,51.35
2,62.84869,-144.78436,36.67,40.86,42.86,49.63,45.51,47.51
2,62.8491,-146.21632,48.26,50.44,52.44,75.90,78.28,80.28
2,62.84915,-148.5914,34.75,35.07,37.07,41.59,42.25,44.25
2,62.84999,-147.32608,31.64,35.90,37.90,58.69,51.86,53.86
2,62.85065,-145.26167,42.18,47.33,49.33,64.71,62.63,64.63
2,62.85078,-146.77119,39.37,44.32,46.32,61.56,68.42,70.42
2,62.8508,-145.73901,41.09,46.28,48.28,61.65,59.24,61.24
2,62.85117,-147.95874,30.56,37.64,39.64,57.10,48.54,50.54
2,62.85313,-148.6694,38.19,36.87,38.87,46.16,44.37,46.37
2,62.85455,-146.29388,44.93,48.21,50.21,72.38,75.23,77.23
2,62.85474,-147.40387,31.04,34.50,36.50,58.05,52.07,54.07
2,62.85501,-144.8616,37.32,41.59,43.59,55.19,50.17,52.17
2,62.85552,-148.03665,28.95,35.12,37.12,38.62,40.42,42.42
2,62.85587,-146.84888,40.49,48.04,50.04,56.89,66.32,68.32
2,62.85653,-145.81648,45.10,48.30,50.30,71.93,66.32,68.32
2,62.85668,-145.33902,43.34,48.17,50.17,70.61,64.23,66.23
2,62.85704,-148.74741,42.31,39.27,41.27,64.59,49.85,51.85
2,62.85946,-147.48167,28.41,32.61,34.61,50.14,45.66,47.66
2,62.85985,-148.11456,26.51,30.37,32.37,27.96,31.27,33.27
2,62.85994,-146.37149,38.90,44.12,46.12,70.23,69.92,71.92
2,62.86092,-146.92657,35.03,44.08,46.08,51.82,60.05,62.05
2,62.86129,-144.93889,38.05,42.63,44.63,55.49,53.24,55.24
2,62.86222,-145.89398,47.72,49.24,51.24,74.75,74.74,76.74
2,62.86267,-145.41643,41.02,46.46,48.46,65.01,62.26,64.26
2,62.86412,-147.55951,27.57,30.74,32.74,48.72,43.89,45.89
2,62.86412,-148.19252,25.90,29.49,31.49,28.28,31.75,33.75
2,62.86463,-144.53864,39.73,45.33,47.33,55.36,50.96,52.96
2,62.86529,-146.44911,37.98,42.80,44.80,68.82,66.53,68.53
2,62.86593,-147.00433,28.07,37.26,39.26,45.15,49.44,51.44
2,62.86753,-145.0162,37.86,42.88,44.88,56.43,52.98,54.98
2,62.86787,-145.97153,48.60,50.22,52.22,74.31,76.17,78.17
2,62.86834,-148.27049,28.51,30.64,32.64,32.67,34.85,36.85
2,62.8686,-145.49387,40.14,44.12,46.12,60.93,57.70,59.70
2,62.86872,-147.63739,28.47,30.91,32.91,51.31,46.99,48.99
2,62.87059,-146.52676,39.47,42.63,44.63,71.61,68.03,70.03
2,62.87089,-147.08209,24.69,31.80,33.80,40.43,43.86,45.86
2,62.87111,-144.61586,38.88,44.17,46.17,52.42,49.36,51.36
2,62.87251,-148.34848,31.05,33.14,35.14,36.71,38.07,40.07
2,62.87329,-147.71527,28.81,32.42,34.42,55.05,49.45,51.45
2,62.87347,-146.04909,48.13,50.89,52.89,80.13,80.49,82.49
2,62.8737,-145.09357,38.15,44.23,46.23,56.68,53.72,55.72
2,62.87449,-145.57132,38.77,43.30,45.30,58.25,58.35,60.35
2,62.87579,-147.1599,25.24,30.84,32.84,41.74,42.77,44.77
2,62.87585,-146.60446,38.68,43.55,45.55,70.12,68.68,70.68
2,62.87663,-148.42651,33.43,35.04,37.04,38.35,40.13,42.13
2,62.87754,-144.69313,38.03,42.91,44.91,51.76,49.88,51.88
2,62.87781,-147.79318,30.21,34.06,36.06,64.66,55.20,57.20
2,62.87901,-146.12668,47.31,50.90,52.90,75.16,80.09,82.09
2,62.87985,-145.17096,39.49,44.03,46.03,57.95,56.05,58.05
2,62.88034,-145.64883,37.83,44.54,46.54,58.62,57.71,59.71
2,62.88066,-147.23773,27.14,32.61,34.61,48.09,45.75,47.75
2,62.88071,-148.50455,36.39,35.80,37.80,41.57,43.31,45.31
2,62.88228,-147.87115,31.84,38.09,40.09,68.65,58.65,60.65
2,62.88392,-144.77045,37.10,42.42,44.42,51.00,48.94,50.94
2,62.88452,-146.20432,42.54,47.73,49.73,69.77,71.55,73.55
2,62.88474,-148.58264,39.70,38.05,40.05,49.92,48.51,50.51
2,62.88547,-147.31558,29.69,35.00,37.00,53.70,48.82,50.82
2,62.88594,-145.24838,41.26,44.81,46.81,62.33,62.40,64.40
2,62.88614,-145.72636,39.15,43.87,45.87,63.65,58.72,60.72
2,62.8867,-147.94913,32.66,39.55,41.55,62.10,54.69,56.69
2,62.88871,-148.66074,43.48,41.07,43.07,68.49,55.23,57.23
2,62.88996,-146.28198,39.14,44.16,46.16,64.03,65.30,67.30
2,62.89023,-147.39348,29.49,33.42,35.42,53.75,49.79,51.79
2,62.89025,-144.84778,38.11,43.31,45.31,54.52,54.60,56.60
2,62.89108,-148.02713,31.18,35.37,37.37,41.10,43.11,45.11
2,62.89131,-146.83774,29.75,37.14,39.14,44.59,50.13,52.13
2,62.89188,-145.80392,41.75,43.67,45.67,63.59,60.39,62.39
2,62.89198,-145.32584,44.30,46.22,48.22,65.28,61.17,63.17
2,62.89264,-148.73885,49.77,45.92,47.92,74.73,68.23,70.23
2,62.89495,-147.47139,27.95,31.44,33.44,51.88,48.47,50.47
2,62.89537,-146.3597,37.30,41.90,43.90,64.06,63.30,65.30
2,62.8954,-148.10515,28.45,30.91,32.91,33.23,33.27,35.27
2,62.89638,-146.91556,27.64,35.27,37.27,42.30,46.74,48.74
2,62.89652,-148.81699,54.17,49.25,51.25,79.86,69.92,71.92
2,62.89655,-144.92517,39.70,45.07,47.07,60.61,57.19,59.19
2,62.89758,-145.88153,45.54,46.37,48.37,64.46,62.54,64.54
2,62.89798,-145.40334,42.87,45.16,47.16,69.81,62.38,64.38
2,62.89962,-147.54933,29.11,32.19,34.19,56.60,52.20,54.20
2,62.89967,-148.1832,28.82,31.08,33.08,36.66,36.19,38.19
2,62.89985,-144.52435,40.73,45.24,47.24,54.34,50.27,52.27
2,62.90073,-146.43742,37.86,42.68,44.68,64.29,62.60,64.60
2,62.90139,-146.99339,26.58,33.35,35.35,42.00,44.58,46.58
2,62.90279,-145.00258,40.10,45.54,47.54,64.79,56.38,58.38
2,62.90323,-145.95917,47.33,48.59,50.59,68.62,70.59,72.59
2,62.9039,-148.26128,32.80,34.64,36.64,43.11,39.32,41.32
2,62.90392,-145.48087,41.22,42.98,44.98,60.13,57.37,59.37
2,62.90424,-147.6273,31.08,35.99,37.99,69.68,60.40,62.40
2,62.90604,-146.5152,38.57,44.01,46.01,66.24,65.87,67.87
2,62.90633,-144.60168,40.72,45.08,47.08,54.30,51.82,53.82
2,62.90635,-147.07126,26.26,31.95,33.95,43.07,42.93,44.93
2,62.90807,-148.33939,35.90,36.76,38.76,50.58,44.42,46.42
2,62.90881,-147.70529,31.38,36.63,38.63,69.67,62.67,64.67
2,62.90884,-146.03685,47.44,51.23,53.23,71.33,71.10,73.10
2,62.90898,-145.08005,40.97,46.39,48.39,64.80,57.35,59.35
2,62.90982,-145.55844,39.50,41.93,43.93,56.35,53.63,55.63
2,62.91127,-147.14917,26.25,31.36,33.36,43.38,44.97,46.97
2,62.91129,-146.59299,37.10,45.18,47.18,58.48,64.51,66.51
2,62.9122,-148.41751,37.23,37.10,39.10,49.52,44.87,46.87
2,62.91277,-144.67905,40.51,44.92,46.92,55.99,54.03,56.03
2,62.91333,-147.78333,31.40,35.78,37.78,68.58,59.31,61.31
2,62.91439,-146.11456,43.45,49.49,51.49,68.36,69.33,71.33
2,62.91513,-145.15753,40.73,45.92,47.92,64.31,57.91,59.91
2,62.91567,-145.63605,41.47,44.84,46.84,69.81,60.61,62.61
2,62.91614,-147.2271,26.64,32.79,34.79,47.57,45.27,47.27
2,62.91629,-148.49567,38.30,37.50,39.50,48.31,44.38,46.38
2,62.9165,-146.67081,34.04,41.47,43.47,51.66,55.89,57.89
2,62.91781,-147.86139,32.44,36.86,38.86,65.87,54.70,56.70
2,62.91916,-144.75647,38.26,43.21,45.21,52.16,52.31,54.31
2,62.9199,-146.19229,38.28,44.60,46.60,64.83,63.28,65.28
2,62.92032,-148.57384,42.99,41.70,43.70,62.89,53.36,55.36
2,62.92096,-147.30507,28.21,34.02,36.02,49.73,47.31,49.31
2,62.92123,-145.23505,39.47,42.95,44.95,61.03,55.55,57.55
2,62.92148,-145.71368,43.05,45.83,47.83,75.97,69.18,71.18
2,62.92167,-146.74866,31.16,36.09,38.09,44.32,50.15,52.15
2,62.92223,-147.93945,32.88,38.11,40.11,58.96,51.54,53.54
2,62.92431,-148.65204,50.34,47.29,49.29,78.78,71.13,73.13
2,62.92537,-146.27007,35.94,41.47,43.47,63.89,58.95,60.95
2,62.92551,-144.83391,38.95,43.77,45.77,55.68,52.85,54.85
2,62.92573,-147.38306,28.63,32.63,34.63,53.64,47.79,49.79
